ParkName,State,partySize,BookingType,RateType,Equipment
Graves Island,NS ,2,CampsitePermit,Senior,LT30ft
Blomidon,NS ,4,CampsitePermit,Full,ST
Blomidon,ON ,4,CampsitePermit,Full,Tents
Salsman,MA ,2,CampsitePermit,Full,LT30ft
Five Islands,NS ,2,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Full,LT40ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Battery,ON ,1,CampsitePermit,Full,ST
Caribou Munroes,QC ,1,CampsitePermit,Full,LT20ft
Porters Lake,NS ,3,CampsitePermit,Full,ST
Thomas Raddall,ON ,3,CampsitePermit,Full,LT20ft
Graves Island,ON ,2,CampsitePermit,Full,ST
Graves Island,NS ,1,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Senior,ST
Porters Lake,BC ,2,CampsitePermit,Senior,LT30ft
Dollar Lake,NS ,5,CampsitePermit,Full,LT30ft
Battery,NS ,2,CampsitePermit,Senior,LT20ft
Porters Lake,ON ,2,CampsitePermit,Senior,LT20ft
Battery,NH ,2,CampsitePermit,Senior,ST
Thomas Raddall,NS ,1,CampsitePermit,Full,ST
Battery,ON ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,5,CampsitePermit,Full,Tents
Porters Lake,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,5,CampsitePermit,Full,LT20ft
Porters Lake,ON ,2,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Senior,LT20ft
Caribou Munroes,NS ,3,CampsitePermit,Full,ST
Laurie,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Salsman,SWITZERLAND ,4,CampsitePermit,Full,LT30ft
Graves Island,NS ,1,CampsitePermit,Full,LT20ft
Thomas Raddall,NS ,3,CampsitePermit,Full,ST
Five Islands,NS ,4,CampsitePermit,Full,LT40ft
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Whycocomagh,NS ,2,CampsitePermit,Full,ST
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Five Islands,NS ,3,CampsitePermit,Full,ST
Thomas Raddall,NS ,5,CampsitePermit,Full,LT40ft
Mira River,GERMANY ,2,CampsitePermit,Full,LT20ft
The Islands,TX ,2,CampsitePermit,Full,LT30ft
Blomidon,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,LT20ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Blomidon,QC ,4,CampsitePermit,Full,LT30ft
Five Islands,NS ,3,CampsitePermit,Full,ST
The Islands,NS ,3,CampsitePermit,Full,ST
Salsman,NS ,2,CampsitePermit,Full,LT40ft
Mira River,QC ,4,CampsitePermit,Full,LT30ft
Whycocomagh,NS ,2,CampsitePermit,Senior,LT40ft
Five Islands,QC ,2,CampsitePermit,Full,ST
Graves Island,BC ,1,CampsitePermit,Senior,ST
Laurie,NS ,2,CampsitePermit,Full,ST
Dollar Lake,ON ,5,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Veteran,LT20ft
Laurie,NS ,2,CampsitePermit,Full,ST
Graves Island,ON ,2,CampsitePermit,Full,ST
Mira River,ON ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT20ft
Ellenwood Lake,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,1,CampsitePermit,Full,ST
Whycocomagh,QC ,2,CampsitePermit,Senior,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT30ft
Graves Island,NS ,1,CampsitePermit,Full,ST
Mira River,BC ,2,CampsitePermit,Senior,ST
Thomas Raddall,NS ,5,CampsitePermit,Full,ST
Rissers Beach,NS ,5,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Blomidon,MA ,2,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Caribou Munroes,NC ,2,CampsitePermit,Senior,LT30ft
Battery,CA ,2,CampsitePermit,Full,LT20ft
The Islands,NS ,2,CampsitePermit,Full,ST
Smileys,ON ,4,CampsitePermit,Full,Tents
Amherst Shore,NS ,1,CampsitePermit,Senior,LT30ft
Salsman,GERMANY ,4,CampsitePermit,Full,LT30ft
Amherst Shore,ON ,3,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT20ft
Porters Lake,NS ,3,CampsitePermit,Full,ST
Thomas Raddall,NS ,5,CampsitePermit,Full,Tents
Dollar Lake,NS ,6,CampsitePermit,Full,ST
Caribou Munroes,AUSTRIA ,2,CampsitePermit,Senior,LT40ft
Valleyview,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,6,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT40ft
Five Islands,FL ,2,CampsitePermit,Senior,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,4,CampsitePermit,Full,LT20ft
Laurie,ON ,2,CampsitePermit,Senior,LT40ft
Blomidon,QC ,1,CampsitePermit,Full,ST
Rissers Beach,NS ,5,CampsitePermit,Full,LT20ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT40ft
Valleyview,NS ,1,CampsitePermit,Full,ST
The Islands,NS ,2,CampsitePermit,Full,ST
Valleyview,NS ,4,CampsitePermit,Full,LT40ft
Caribou Munroes,NS ,2,CampsitePermit,Full,Tents
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Smileys,NS ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Cape Chignecto,NB ,2,BackcountryPermit,Full,ST
Whycocomagh,CO ,4,CampsitePermit,Full,ST
Rissers Beach,ON ,2,CampsitePermit,Full,LT40ft
Whycocomagh,QC ,4,CampsitePermit,Full,Tents
Smileys,NS ,2,CampsitePermit,Full,LT30ft
Graves Island,NS ,6,CampsitePermit,Full,LT40ft
Caribou Munroes,NM ,2,CampsitePermit,Full,LT20ft
Thomas Raddall,NS ,5,CampsitePermit,Full,ST
Smileys,NS ,4,CampsitePermit,Full,LT30ft
Five Islands,NS ,2,CampsitePermit,Full,ST
Porters Lake,ON ,3,CampsitePermit,Full,LT30ft
Amherst Shore,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT20ft
Blomidon,NS ,2,CampsitePermit,Senior,ST
Cape Chignecto,NS ,1,BackcountryPermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,Tents
Blomidon,SC ,1,CampsitePermit,Full,LT20ft
Battery,NB ,2,CampsitePermit,Senior,LT20ft
Five Islands,GERMANY ,6,CampsitePermit,Full,ST
Rissers Beach,ON ,3,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Ellenwood Lake,NS ,3,CampsitePermit,Full,ST
Boylston,ON ,2,CampsitePermit,Full,ST
Mira River,QC ,6,CampsitePermit,Full,Tents
Mira River,NS ,2,CampsitePermit,Full,LT20ft
Blomidon,NS ,3,CampsitePermit,Full,ST
Porters Lake,AB ,2,CampsitePermit,Senior,LT40ft
Battery,ON ,1,CampsitePermit,Senior,ST
Amherst Shore,ON ,1,CampsitePermit,Senior,ST
Whycocomagh,ON ,2,CampsitePermit,Full,LT40ft
Cape Chignecto,NS ,1,BackcountryPermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Senior,LT40ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT40ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Senior,ST
Blomidon,NS ,3,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,LT20ft
Ellenwood Lake,NS ,5,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT20ft
Rissers Beach,NS ,5,CampsitePermit,Full,Tents
Ellenwood Lake,NS ,2,CampsitePermit,Full,LT20ft
Porters Lake,NB ,2,CampsitePermit,Full,ST
Whycocomagh,BC ,1,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,LT20ft
Blomidon,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,LT30ft
Porters Lake,QC ,5,CampsitePermit,Full,Tents
Dollar Lake,NS ,4,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Senior,LT30ft
Mira River,NS ,3,CampsitePermit,Full,ST
Blomidon,NS ,4,CampsitePermit,Full,ST
Dollar Lake,NS ,5,CampsitePermit,Full,ST
Mira River,NS ,5,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Porters Lake,QC ,2,CampsitePermit,Senior,LT30ft
Graves Island,NS ,6,CampsitePermit,Full,Tents
Whycocomagh,NH ,2,CampsitePermit,Full,ST
Whycocomagh,NY ,1,CampsitePermit,Full,ST
Laurie,NS ,5,CampsitePermit,Full,LT20ft
Mira River,NS ,5,CampsitePermit,Full,LT20ft
Battery,ON ,2,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Full,LT20ft
Smileys,NS ,2,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,LT20ft
Five Islands,NS ,7,CampsitePermit,Full,Tents
Caribou Munroes,NS ,4,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Laurie,PE ,2,CampsitePermit,Senior,LT20ft
Porters Lake,NS ,3,CampsitePermit,Full,Tents
Rissers Beach,GERMANY ,2,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,2,CampsitePermit,Senior,LT30ft
Graves Island,QC ,2,CampsitePermit,Full,ST
